Title,Employer,Location,Published,Job Type,URL,Description
phd position in the field of electronics and/or electromagnetic compatibility,graz university of technology,Austria,Published 1 month ago,Research assistant,https://academicpositions.com/ad/graz-university-of-technology/2024/phd-position-in-the-field-of-electronics-and-or-electromagnetic-compatibility/224303,publication date 23.05.2024application deadline 31.12.2024job category scientific staffjob profile university project assistantemployment start as soon as possiblecontract duration 48 mths.hours per week 40 h/wemployment typetemporaryresponsibilit...
phd position in computational biology on the discovery of multimodal biomarkers,empa,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/empa/2024/phd-position-in-computational-biology-on-the-discovery-of-multimodal-biomarkers/224304,"materials science and technology are our passion. with our cutting-edge research, empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
"open phd positions in business administration, economics and finance",stockholm school of economics (sse),Sweden,Published 4 hours ago,PhD,https://academicpositions.com/ad/stockholm-school-of-economics-sse/2024/open-phd-positions-in-business-administration-economics-and-finance/226394,"the stockholm school of economics has been ranked by the financial times as one of the best business schools in europe and enjoys a strong international reputation. world-class research forms the foundation of sse’s educational offering, which inc..."
the gynecology research unit of the ucl is looking for a dynamic young scientist wishing to do a phd thesis - gonadotoxicity: effect of chemotherapeutic agents on fertility,université catholique de louvain,Belgium,Published 2 hours ago,PhD,https://academicpositions.com/ad/universite-catholique-de-louvain/2024/the-gynecology-research-unit-of-the-ucl-is-looking-for-a-dynamic-young-scientist-wishing-to-do-a-phd-thesis-gonadotoxicity-effect-of-chemotherapeutic-agents-on-fertility/226405,the gynecology research unit of the ucl is looking fora dynamic young scientist wishing to do a phd thesissubject: gonadotoxicity: effect of chemotherapeutic agents on fertilityfunding: fonds national de recherche scientifique (fnrs)-televie inter...
phd-student: physical learning machines,amolf,The netherlands,Published 1 month ago,PhD,https://academicpositions.com/ad/amolf/2024/phd-student-physical-learning-machines/224131,work activities the learning machines group seeks motivated phd students to join our team working on learning in physical systems. what are learning machines? imagine your favorite artificial intel...
doctoral (phd) student position in psychiatric genetics with focus on depression and eating disorders,karolinska institutet,Sweden,Published 1 week ago,PhD,https://academicpositions.com/ad/karolinska-institutet/2024/doctoral-phd-student-position-in-psychiatric-genetics-with-focus-on-depression-and-eating-disorders/226012,do you want to contribute to top quality medical research? to be a doctoral student means to devote oneself to a research project under supervision of experienced researchers and following an indiv...
"phds in economics, history, law and political and social sciences – up to 130 scholarships available",european university institute (eui),Italy,Published 1 month ago,PhD,https://academicpositions.com/ad/european-university-institute-eui/2024/phds-in-economics-history-law-and-political-and-social-sciences-up-to-130-scholarships-available/224161,"the european university institute (eui) offers four-year fully-funded phd programmes in economics, history, law and political and social sciences. up to 130 scholarships are available for entry in september 2025, covering tuition and providing a m..."
phd position in atomic and molecular quantum magnetism,empa,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/empa/2024/phd-position-in-atomic-and-molecular-quantum-magnetism/224169,"materials science and technology are our passion. with our cutting-edge research, empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
"phd position in archaeological science at ku leuven, laboratory for archaeometry",ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-archaeological-science-at-ku-leuven-laboratory-for-archaeometry/224171,"ku leuven is a leading european research university located in leuven, belgium, consistently ranked among the top universities worldwide. with a rich history dating back to 1425, ku leuven is renow..."
decision support methods for distribution networks with telemetry data,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/decision-support-methods-for-distribution-networks-with-telemetry-data/224172,"you will be working at the ghent campus of ku leuven, as part of the electa - ghent division. you will join a new team led by the recently appointed prof. vanin, which is part of a larger, young, i..."
university assistant prae-doc (all genders) 30 hours/week | limited to 4 years - institute of logic and computation,tu wien,Austria,Published 4 days ago,PhD,https://academicpositions.com/ad/tu-wien/2024/university-assistant-prae-doc-all-genders-30-hoursweek-limited-to-4-years-institute-of-logic-and-computation/226261,"tu wien is austria's largest institution of research and higher education in the fields of technology and natural sciences. with over 26,000 students and more than 4000 scientists, research, teachi..."
phd candidate for post-transcriptional rna regulation,the hebrew university of jerusalem,Israel,Published 1 month ago,PhD,https://academicpositions.com/ad/the-hebrew-university-of-jerusalem/2024/phd-candidate-for-post-transcriptional-rna-regulation/224195,"about our campus: hebrew university’s edmond j. safra campus on givat ram, in jerusalem, is a vibrant hub of academic and research excellence nestled in the heart of jerusalem. our modern campus boasts state-of-the-art lab facilities, world-renown..."
"phd candidate for computational approaches for studying animal behavior, personality, and emotions",the hebrew university of jerusalem,Israel,Published 1 month ago,PhD,https://academicpositions.com/ad/the-hebrew-university-of-jerusalem/2024/phd-candidate-for-computational-approaches-for-studying-animal-behavior-personality-and-emotions/224197,"about our campus: rehovot campus (rehovot) and mt. scopus campus (jerusalem). the position will be based across two campuses: the robert h. smith faculty of agriculture, food and environment on the hebrew university’s beautiful rehovot campus. reh..."
phd candidate in vehicular communications,university of luxembourg,Luxembourg,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-candidate-in-vehicular-communications/224204,"about the sntthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the interdisciplinary centre for security, reliabili..."
phd position in organic chemistry/radiochemistry,eth zürich,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-organic-chemistryradiochemistry/224413,phd position in organic chemistry/radiochemistrythe center for radiopharmaceutical sciences (crs) at eth zurich develops new innovative radiolabelled pharmaceuticals for diagnosis and therapy. it o...
phd position: molecular structure of electrode-electrolyte interfaces in electrochemistry,university of twente,The netherlands,Published 4 days ago,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-molecular-structure-of-electrode-electrolyte-interfaces-in-electrochemistry/226300,job descriptionenhance the fundamental understanding of the structure of electrode-electrolyte interfaces and their response to applied voltages and imposed currents. perform high resolution atomic...
advanced process analytics researching the formation and structure of unique lignin oligomers – joint phd position ku leuven – maastricht university,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/advanced-process-analytics-researching-the-formation-and-structure-of-unique-lignin-oligomers-joint-phd-position-ku-leuven-maastricht-university/224420,"the mission statement of the csce (sustainable catalysis and engineering), led by prof. dr. bert sels, is to produce knowledge to foster a better understanding of the role of heterogeneous catalysi..."
phd position: computational modeling of auger capture rates,leiden university,The netherlands,Published 1 month ago,PhD,https://academicpositions.com/ad/leiden-university/2024/phd-position-computational-modeling-of-auger-capture-rates/224454,phd position: computational modeling of auger capture ratesintroduction tekstthe faculty of science leiden and the leiden institute of chemistry are looking for a phd student to work on a project related to around plasma-surface interactions. unli...
phd research scholar positions – department of strategy and management,nhh norwegian school of economics,Norway,Published 1 month ago,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/phd-research-scholar-positions-department-of-strategy-and-management/224460,"about nhhnhh norwegian school of economics is a triple crown accredited business school and among the best-ranked institutions in europe. we are internationally recognised for our research environment, and we educate the leaders of the future. nhh..."
phd research scholar positions – department of finance,nhh norwegian school of economics,Norway,Published 1 month ago,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/phd-research-scholar-positions-department-of-finance/224461,"about nhhnhh norwegian school of economics is a triple crown accredited business school and among the best-ranked institutions in europe. we are internationally recognised for our research environment, and we educate the leaders of the future. nhh..."
phd research scholar positions – department of economics,nhh norwegian school of economics,Norway,Published 1 month ago,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/phd-research-scholar-positions-department-of-economics/224463,"about nhhnhh norwegian school of economics is a triple crown accredited business school and among the best-ranked institutions in europe. we are internationally recognised for our research environment, and we educate the leaders of the future. nhh..."
"phd research scholar positions – department of accounting, auditing and law",nhh norwegian school of economics,Norway,Published 1 month ago,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/phd-research-scholar-positions-department-of-accounting-auditing-and-law/224464,"about nhhnhh norwegian school of economics is a triple crown accredited business school and among the best-ranked institutions in europe. we are internationally recognised for our research environment, and we educate the leaders of the future. nhh..."
phd research scholar positions – department of business and management science,nhh norwegian school of economics,Norway,Published 1 month ago,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/phd-research-scholar-positions-department-of-business-and-management-science/224466,"about nhhnhh norwegian school of economics is a triple crown accredited business school and among the best-ranked institutions in europe. we are internationally recognised for our research environment, and we educate the leaders of the future. nhh..."
phd position on multi-constituent nanopastes for sinter-bonding,empa,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/empa/2024/phd-position-on-multi-constituent-nanopastes-for-sinter-bonding/224487,"materials science and technology are our passion. with our cutting-edge research, empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
phd position in computer vision,university of bern,Switzerland,Published 3 weeks ago,PhD,https://academicpositions.com/ad/university-of-bern/2024/phd-position-in-computer-vision/224355,"positions: we have an opening for a phd position in computer vision. the main research topic of this position is 3d object reconstruction and animation from real videos. this project is based on unsupervised learning, that is, it uses datasets tha..."
phd position in decarbonizing the future of the chemical industry,eth zürich,Switzerland,Published 1 week ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-decarbonizing-the-future-of-the-chemical-industry/226096,phd position in decarbonizing the future of the chemical industrythe ecological systems design group at eth zürich is an internationally leading research group in the field of modelling and improvi...
phd position: putting explainable ai to work to support cultural heritage,radboud university,The netherlands,Published 1 week ago,PhD,https://academicpositions.com/ad/radboud-university/2024/phd-position-putting-explainable-ai-to-work-to-support-cultural-heritage/226078,"employment 1.0 ftegross monthly salary € 2,872 - € 3,670required background research university degreeorganizational unit faculty of scienceapplication deadline 05 january 2025are you curious about what happens behind the scenes at large libraries..."
phd re-building brussels (1695-2025),vrije universiteit brussel (vub),Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/vrije-universiteit-brussel/2024/phd-re-building-brussels-1695-2025/224511,"1 - working at the vubfor more than 50 years, the vrije universiteit brussel has stood for freedom, equality and solidarity, and this is very much alive on our campuses among students and staff alike. at the vub, you will find a diverse collection..."
phd - student: digital holographic microscopy for optical metrology,advanced research center for nanolithography arcnl,The netherlands,Published 6 days ago,PhD,https://academicpositions.com/ad/advanced-research-center-for-nanolithography-arcnl/2024/phd-student-digital-holographic-microscopy-for-optical-metrology/226207,"work activities optical metrology is a key ingredient of nanolithography, as it enables control of important parameters like overlay. high-resolution imaging is an essential part of optical metrolo..."
phd thesis “power electronics in system operations 2030+”,ait austrian institute of technology,Austria,Published 1 month ago,PhD,https://academicpositions.com/ad/ait-austrian-institute-of-technology/2024/phd-thesis-power-electronics-in-system-operations-2030/224520,"as austria's largest research and technology organisation for applied research, we are dedicated to make substantial contributions to solving the major challenges of our time, climate change and digitalisation. to achieve our goals, we rely on our..."
doctoral student (no: 145-24),leibniz institute of polymer research dresden (ipf),Germany,Published 1 month ago,PhD,https://academicpositions.com/ad/leibniz-institute-polymer-research-dresden-ipf/2024/doctoral-student-no-145-24/224521,"the leibniz-institut für polymerforschung dresden e. v. (ipf) develops innovations in materials science for the fields of resources, health and information. the ipf employs about 500 people in five scientific institutes, administration and technic..."
phd student on dynamic disease maps and digital twins for novel treatments of oa with cartilage organoids,university of twente,The netherlands,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-student-on-dynamic-disease-maps-and-digital-twins-for-novel-treatments-of-oa-with-cartilage-organoids/224526,"job descriptionosteoarthritis (oa) is a complex disease in which multiple tissues in the joint are affected. recently, multiple oa risk genes were identified based on small genetic variations (snps..."
phd student position in the field of thin-film solid-state batteries,empa,Switzerland,Published 6 days ago,PhD,https://academicpositions.com/ad/empa/2024/phd-student-position-in-the-field-of-thin-film-solid-state-batteries/226208,"materials science and technology are our passion. with our cutting-edge research, empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
"seven fully funded phd student positions in the computational, mathematical, and experimental plant sciences",max planck institute for plant breeding research,Germany,Published 1 month ago,PhD,https://academicpositions.com/ad/max-planck-institute-for-plant-breeding-research/2024/seven-fully-funded-phd-student-positions-in-the-computational-mathematical-and-experimental-plant-sciences/224590,the graduate school | our international max planck research school on understanding complex plant traits using computational and evolutio­nary approaches is a local colla­boration between the max planck institute for plant breeding research and th...
doctoral researcher in ultrafast physics,university of luxembourg,Luxembourg,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/doctoral-researcher-in-ultrafast-physics/224599,"about the fstmthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the faculty of science, technology and medicine (fs..."
phd position in data-driven nonlinear model reduction,eth zürich,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-data-driven-nonlinear-model-reduction/224605,phd position in data-driven nonlinear model reductionthe chair in nonlinear dynamics at eth zürich is seeking a highly motivated phd student in the area of data-driven model-reduction for high-dime...
phd position in digital manufacturing and automation,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-digital-manufacturing-and-automation/224614,we are offering a phd position in the field of manufacturing and automation systems. you will become a member of manufacturing processes and systems (maps) division of the mechanical engineering de...
teaching & research assistant in the field of politics and/or conflict around natural resources,university of antwerp,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/teaching-research-assistant-in-the-field-of-politics-andor-conflict-around-natural-resources/224644,"let’s shape the future - university of antwerpthe university of antwerp is a dynamic, forward-thinking university. we offer an innovative academic education to more than 20000 students, conduct pio..."
phd in management,emlyon business school campus france,France,Published 1 month ago,PhD,https://academicpositions.com/ad/emlyon-business-school-campus-france/2024/phd-in-management/224708,deadline for applications 31st of january 2025 for admission in september 2025website: https://em-lyon.com/en/faculty-research/research/phd-programemlyon business school is currently seeking candidates for their phd program. applicants must hold a...
phd position in application of raman spectroscopy for biomarker detection in wounds,empa,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/empa/2024/phd-position-in-application-of-raman-spectroscopy-for-biomarker-detection-in-wounds/224824,"materials science and technology are our passion. with our cutting-edge research, empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
phd position on electrochemical nanofluidics for energy research,university of twente,The netherlands,Published 1 week ago,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-on-electrochemical-nanofluidics-for-energy-research/226086,"job descriptionmodern energy applications, including batteries, supercapacitors, fuel cells and electrolyzers, usually rely on nanoporous, disordered materials through which molecules and ions must..."
phd research position for preclinical and translational research in sarcoma,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-research-position-for-preclinical-and-translational-research-in-sarcoma/224842,"the laboratory of experimental oncology is a dedicated team of clinicians and scientists focused on sarcoma research. we utilize our evolving platforms, including liquid biopsies, patient-derived x..."
phd position in reducing the effects of jamming in cell-free mmimo networks,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-reducing-the-effects-of-jamming-in-cell-free-mmimo-networks/224857,"in a joint effort, prof. tim claeys (ku leuven), prof. eric p. simon (université de lille) & prof liesbet van der perre (ku leuven) are pushing the boundaries on resilient 6g and future generation ..."
phd candidate in energy storage rightsizing for electric buses,university of luxembourg,Luxembourg,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-candidate-in-energy-storage-rightsizing-for-electric-buses/224858,"about the sntthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the interdisciplinary centre for security, reliabili..."
"university assistant prae-doc (all genders) 30 hours/week | limited to 4 years - institut für werkstofftechnologie, bauphysik und bauökologie",tu wien,Austria,Published 1 month ago,PhD,https://academicpositions.com/ad/tu-wien/2024/university-assistant-prae-doc-all-genders-30-hoursweek-limited-to-4-years-institut-fur-werkstofftechnologie-bauphysik-und-bauokologie/224893,"tu wien is austria's largest institution of research and higher education in the fields of technology and natural sciences. with over 26,000 students and more than 4000 scientists, research, teachi..."
doctoral researcher,university of luxembourg,Luxembourg,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/doctoral-researcher/224900,"about the fstmthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the faculty of science, technology and medicine (fs..."
2 phd students in swiss rococo architectural and art history,eth zürich,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/2-phd-students-in-swiss-rococo-architectural-and-art-history/224903,2 phd students in swiss rococo architectural and art historythe chair for the history and theory of architecture (prof. dr. maarten delbeke) in the institute for the history and theory of architect...
phd position in atmospheric chemistry,eth zürich,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-atmospheric-chemistry/224904,phd position in atmospheric chemistrythe atmospheric chemistry group at the institute for atmospheric and climate science (iac) – eth zurich invites applications for a 4-year phd position on “explo...
phd position - development of in situ bioprinting technologies,eth zürich,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-development-of-in-situ-bioprinting-technologies/224712,phd position - development of in situ bioprinting technologiesarticular cartilage injuries are widespread and can increase the risk of early onset osteoarthritis. the fields of tissue engineering a...
phd position: driving reliability: tackling uncertainty for reliability predictions in automotive chiplet technology,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-driving-reliability-tackling-uncertainty-for-reliability-predictions-in-automotive-chiplet-technology/224717,join imec-ku leuven phd position. the student will be enrolled in the department of mechanical engineering of ku leuven and will be conducting research at imec in collaboration with the department....
phd position: multiscale mechanical modeling of advanced transistors,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-multiscale-mechanical-modeling-of-advanced-transistors/224718,joint imec an ku leuven phd position. the student will be enrolled in the department of mechanical engineering of ku leuven. website unit project background: complementary field-effect transistor (...
"reliability of solder balls under combined impact of thermal, mechanical and ele",ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/reliability-of-solder-balls-under-combined-impact-of-thermal-mechanical-and-ele/224719,"joint imec- ku leuven phd position. the student will be enrolled in the department of mechanical engineering, ku leuven and will be conducting research at imec in collaboration with the department ..."
phd positions in ion exchange membranes and process for co2 electrolysis,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-positions-in-ion-exchange-membranes-and-process-for-co2-electrolysis/224727,the two phd positions are part of the global phd partnership program between ku leuven (belgium) and melbourne university (australia). one joint phd project will be primarily based at the ku leuven...
"research & teaching assistant (phd candidate) in biotech data science – ghent university global campus, korea",ghent university global campus,South korea,Published 1 month ago,PhD,https://academicpositions.com/ad/ghent-university-global-campus/2024/research-teaching-assistant-phd-candidate-in-biotech-data-science-ghent-university-global-campus-korea/224728,"ghent university global campusghent university is a pluralistic university open to all, regardless of ideological, political, cultural, or social background. our credo is ‘dare to think’. as a top 100 university with more than 49,000 students and ..."
phd research fellows in popular music,university of agder (uia),Norway,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-agder-uia/2024/phd-research-fellows-in-popular-music/224744,"about the positionthe university of agder, faculty of fine arts, invites applications for up to 2 positions as phd research fellow in popular music at the department of popular music for a period of three years, or four years with 25% required dut..."
doctoral scholarship holder molecular and computational neurobiology,university of antwerp,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-molecular-and-computational-neurobiology/224752,"let’s shape the future - university of antwerpthe university of antwerp is a dynamic, forward-thinking, european university. we offer an innovative academic education to more than 20000 students, c..."
phd position on artificial photosynthesis at sub-zero temperatures within cryo-protective lipidic mesophase nanoconfinement (p2406) 100%,university of basel,Switzerland,Published 1 week ago,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position-on-artificial-photosynthesis-at-sub-zero-temperatures-within-cryo-protective-lipidic-mesophase-nanoconfinement-p2406-100/226014,the swiss nanoscience institute (sni) at the university of basel invites highly motivatedscientists to apply for the sni phd programme in nanoscience and to join the exciting joint project between ...
business process management for stimulating a circular economy,ku leuven,Belgium,Published 1 week ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/business-process-management-for-stimulating-a-circular-economy/226020,"the research position is shared between ughent and ku leuven and will take place under respective supervision of prof. amy van looy and prof. karel van acker, with the aim of conducting phd researc..."
phd position ic design for fmcw lidar,ghent university,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-position-ic-design-for-fmcw-lidar/224946,"ghent university is a world of its own. employing more than 15.000 people, it is actively involved in education and research, management and administration, as well as technical and social service provision on a daily basis. it is one of the large..."
"phd position – numerical simulation of bijel formation, stability, and rheology",forschungszentrum jülich gmbh,Germany,Published 1 month ago,PhD,https://academicpositions.com/ad/forschungszentrum-julich/2024/phd-position-numerical-simulation-of-bijel-formation-stability-and-rheology/224949,"the heavy use of pesticides and fertilizers in agriculture is nowadays still crucial for the food supply. however, this practice leads to significant environmental and health issues, including poisoning, environmental degradation, and the developm..."
reconstruction of turbulence from partial observations,ku leuven,Belgium,Published 1 week ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/reconstruction-of-turbulence-from-partial-observations/226019,"this phd position is supervised by prof. dirk nuyens (computer science), and co-supervised by prof. johan meyers (mechanical engineering). the position is based in the numerical analysis and comput..."
research position (postdoc or doctoral student) on modeling flood resilience at lmu munich (m/f/x),lmu munich,Germany,Published 1 month ago,Postdoc,https://academicpositions.com/ad/lmu-munich/2024/research-position-postdoc-or-doctoral-student-on-modeling-flood-resilience-at-lmu-munich-m-f-x/224966,the ludwig-maximilians-universität munich (lmu) is one of the largest and most renowned universities in germany. the chair in human geography at the department of geography offers a research associate position (postdoc or phd student) to support t...
phd media use and body image and identity among youth with visual impairment,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-media-use-and-body-image-and-identity-among-youth-with-visual-impairment/224981,"ku leuven is a leading academic institution in europe. owing to its cutting-edge research, ku leuven is a charter member of leru, has been ranked as europe’s most innovative university and is among..."
instructor at the department of health promotion & behavior,university of georgia,United states,Published 1 month ago,Lecturer / Senior Lecturer,https://academicpositions.com/ad/university-of-georgia/2024/instructor/224993,"position summary the department of health promotion and behavior (hpb) in the college of public health, university of georgia, invites applications for a non-tenure track instructor position. the position is an academic year appointment (9 months)..."
"doctoral researcher (phd student), high-nickel cathode materials and degradation mechanism of lithium-ion batteries",university of eastern finland,Finland,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-eastern-finland/2024/doctoral-researcher-phd-student-high-nickel-cathode-materials-and-degradation-mechanism-of-lithium-ion-batteries/225007,"the department of technical physics at the faculty of science, forestry and technology invites applications for a doctoral researcher (phd student) position (in ni-rich cathode materials and workin..."
"2 phd positions in sustainability research, focus on sustainable agri-food system governance 100%",university of basel,Switzerland,Published 6 days ago,PhD,https://academicpositions.com/ad/university-of-basel/2024/2-phd-positions-in-sustainability-research-focus-on-sustainable-agri-food-system-governance-100/226155,"the sustainability research group at the university of basel, led by prof. dr. janina grabs, is looking for two phd researchers to investigate the governance of sustainable agri-food systems, with ..."
operation and protection of green low-voltage off-grid systems,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/operation-and-protection-of-green-low-voltage-off-grid-systems/225020,"the research group electa-ghent conducts applied research on photovoltaics (pv), energy storage, electrical distribution grids, electrical mobility and applied power electronics. the group consists..."
phd in co-translational protein structure prediction,university of luxembourg,Luxembourg,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-in-co-translational-protein-structure-prediction/225022,about the lcsbthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the luxembourg centre for systems biomedicine (lcsb...
phd student enhancing legibility: practical legibility research within the visual prosody framework,hasselt university,Belgium,Published 6 days ago,PhD,https://academicpositions.com/ad/hasselt-university/2024/phd-student-enhancing-legibility-practical-legibility-research-within-the-visual-prosody-framework/226165,"backgroundwith pxl-mad school of arts, and more specifically mad-research, we want to set the pace in the field of artistic research. the intellectual and artistic core of mad-research is the explo..."
phd position (f/m/x) on experimental physics - crc 1238 ‘control and dynamics of quantum materials‘ wiss2410-20 | institute of physics ii | ag lindfors-vrejoiu,university of cologne,Germany,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-cologne/2024/phd-position-fmx-on-experimental-physics-crc-1238-control-and-dynamics-of-quantum-materials-wiss2410-20-institute-of-physics-ii-ag-lindfors-vrejoiu/225028,faculty of mathematics and natural sciences phd position (f/m/x) on experimental physics - crc 1238 ‘control and dynamics of quantum materials‘ institute of physics ii | ag lindfors-vrejoiu we are ...
marie-curie (msca) phd position: application of system thinking and system safety to head-foot steering system for your powered wheelchair (aerialist dc1),ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/marie-curie-msca-phd-position-application-of-system-thinking-and-system-safety-to-head-foot-steering-system-for-your-powered-wheelchair-aerialist-dc1/225047,"at the m-group at ku leuven bruges campus, we are driving innovation in interconnected, intelligent mechatronic systems. the research group focusses on making systems reliable by developing new tec..."
a emi risk management of assistive health technology (aerialist dc3),ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/a-emi-risk-management-of-assistive-health-technology-aerialist-dc3/225048,"at the m-group at ku leuven bruges campus, we are driving innovation in interconnected, intelligent mechatronic systems. the research group focusses on making systems reliable by developing new tec..."
"phd student ‘development of biobased smart packaging using melt processing, ultrasonic spray coating and 3d printing technologies’",hasselt university,Belgium,Published 6 days ago,PhD,https://academicpositions.com/ad/hasselt-university/2024/phd-student-development-of-biobased-smart-packaging-using-melt-processing-ultrasonic-spray-coating-and-3d-printing-technologies/226163,"backgroundyou will be part of a multidisciplinary research team. the mpr&s group (materials and packaging research & services) focuses on the processing, optimization, and characterization of circu..."
phd student - information technology,ghent university,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-information-technology/225066,"last application date jan 31, 2025 00:00department tw05 - department of information technologycontract limited durationdegree master degree in computer engineering, electrical engineering, or informaticsoccupancy rate 100%vacancy type research sta..."
optimising real-time multimodal data collection for assistive technology (aerialist dc5),ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/optimising-real-time-multimodal-data-collection-for-assistive-technology-aerialist-dc5/225088,"at the m-group at ku leuven bruges campus, we are driving innovation in interconnected, intelligent mechatronic systems. the research group focusses on making systems reliable by developing new tec..."
"phd student in mathematics, specifically partial differential equations and spectral theory: three-year position",aix-marseille université,France,Published 1 month ago,PhD,https://academicpositions.com/ad/aix-marseille-universite/2024/phd-student-in-mathematics-specifically-partial-differential-equations-and-spectral-theory-three-year-position/225105,"researcher profile: phd/r1: first stage researcher research field(s)1: mathematicsmain sub research field or disciplines1: partial differential equations, spectral theory, asymptotic analysis, differential geometry, finite elemen..."
"phd position on multi-material additive manufacturing: manufacturability, microstructure and mechanical properties",eth zürich,Switzerland,Published 3 days ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-on-multi-material-additive-manufacturing-manufacturability-microstructure-and-mechanical-properties/226313,"phd position on multi-material additive manufacturing: manufacturability, microstructure and mechanical propertiesthe advanced manufacturing lab (amlz) opens a phd position to kick-start a 5-years ..."
a phd position on the development of cartilage- and bone-specific bioinks for light-based bioprinting,ku leuven,Belgium,Published 1 month ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/a-phd-position-on-the-development-of-cartilage-and-bone-specific-bioinks-for-light-based-bioprinting/225112,the project will be executed in the department of materials engineering and the skeletal biology and engineering research center (sbe) and in close collaboration with the industry. the student will...
