Title,Employer,Location,Published,Closing In,Job Type,URL,Description
"Doctoral fellow - Department of European, Public and International Law",Ghent University,"Ghent,, Belgium",Published 6 days ago,Closing on: 2025-01-12,PhD,https://academicpositions.com/ad/ghent-university/2024/doctoral-fellow-department-of-european-public-and-international-law/226174,"Last application date Jan 12, 2025 00:00Department RE22 - Department of European, Public and International LawContract Limited durationOccupancy rate 100%Vacancy type Research staffAbout the projectThe ERC research project “MIGJUST: Global Migrati..."
PhD for Physics & Applied Physics,The Hebrew University of Jerusalem,"Jerusalem,, Israel",Published 5 days ago,Closing on: 2025-02-01,PhD,https://academicpositions.com/ad/the-hebrew-university-of-jerusalem/2024/phd-for-physics-applied-physics/226221,"Research Project: The “Quantum Semiconductor Nanostructures” research group, led by Prof. Amir Saar, is seeking a motivated PhD candidate to join our cutting-edge research on semiconductors and digital printing. This is a full-time position with a..."
PhD/Postdoc on nanoparticle technology for artificial cells,KU Leuven,"Leuven,, Belgium",Published 2 months ago,Closing on: 2025-02-28,PhD,https://academicpositions.com/ad/ku-leuven/2024/phdpostdoc-on-nanoparticle-technology-for-artificial-cells/223755,"At the Biomimetics group (https://www.linkedin.com/company/biomimetics-kul/) we want to recreate, at different levels of complexity, biology from scratch, with the aim to develop novel biomedical a..."
PhD Invariant Theory and Signal Processing/Machine Learning,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 3 days ago,Closing on: 2024-12-22,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-invariant-theory-and-signal-processing-machine-learning/226324,"Position PhD-studentIrène Curie Fellowship NoDepartment(s) Mathematics and Computer ScienceFTE 1,0Date off 22/12/2024Reference number V32.7899Job descriptionDo you like Lie groups and geometry? Are you eager to explore applications of these in sig..."
2 Doctoral Fellowships in Architecture and Technology,ETH Zürich,"Zurich,, Switzerland",Published 2 months ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/2-doctoral-fellowships-in-architecture-and-technology/223782,2 Doctoral Fellowships in Architecture and TechnologyThe Architecture & Technology (A&T) Doctoral Programme is looking for exceptional candidates to join our group of 50+ international doctoral stu...
Data-Driven Modelling Methods for Digital Twins of Circular Production Systems,KU Leuven,"Leuven,, Belgium",Published 2 months ago,Closing on: 2024-12-12,PhD,https://academicpositions.com/ad/ku-leuven/2024/data-driven-modelling-methods-for-digital-twins-of-circular-production-systems/223830,The KU Leuven research group within the Department of Mechanical Engineering has significant experience in manufacturing systems. The main industrial applications are discrete manufacturing process...
PHD position in Novel “virtual therapist” control to tailor the robotic support to the person’s contribution,University of Twente,"Enschede,, The Netherlands",Published 6 hours ago,Closing on: 2025-01-08,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-in-novel-virtual-therapist-control-to-tailor-the-robotic-support-to-the-persons-contribution/226378,Job descriptionAdjusting the support provided by a robotic gait trainer to match each person’s performance is a challenging task for therapists due to the numerous parameters that need tuning and t...
EngD Position: Optimal design and manufacturing methodology of electrolyser bipolar plates,University of Twente,"Enschede,, The Netherlands",Published 6 hours ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/university-of-twente/2024/engd-position-optimal-design-and-manufacturing-methodology-of-electrolyser-bipolar-plates/226379,Job descriptionThe Chair of Nonlinear Solid Mechanics within the Faculty of Engineering Technology has an opening for an EngD position focused on developing a numerical design tool to predict the m...
Doctoral student in sprayed solar cells,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 1 month ago,Closing on: 2025-01-10,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-sprayed-solar-cells/223911,"Project descriptionThird-cycle subject: Fibre and Polymer ScienceIn our group, we focus on organic and electronics and solar cells based on sustainable, bio-based materials. Starting from the thinn..."
Upcoming PhD Positions in Condensed Matter Science,Max Planck Institute for Solid State Research,"Stuttgart,, Germany",Published 1 month ago,Closing on: 2025-07-08,PhD,https://academicpositions.com/ad/max-planck-institute-for-solid-state-research/2024/upcoming-phd-positions-in-condensed-matter-science/223953,Thanks to all the academics who submitted their application!The application deadline has passed and the selection process started. More information for the new call-out will come up later in January and the Autumn 2025. Stay tuned!There are two ap...
Assistant Professor (Tenure-Track) - Mechanical and Industrial Engineering (2 positions),Louisiana State University,"Gardere,, United States",Published 1 month ago,,Assistant / Associate Professor,https://academicpositions.com/ad/louisiana-state-university/2024/assistant-professor-tenure-track-mechanical-and-industrial-engineering-2-positions/223954,Louisiana State University (LSU) in Baton Rouge invites applications and nominations for two tenure-track faculty positions in the Department of Mechanical and Industrial Engineering (MIE) to complement its strategic research application areas of ...
"Doctoral Researcher (Factory Automation, Robotics and AI)",Tampere University,"Tampere,, Finland",Published 6 hours ago,Closing on: 2025-01-02,PhD,https://academicpositions.com/ad/tampere-university/2024/doctoral-researcher-factory-automation-robotics-and-ai/226381,"Tampere University and Tampere University of Applied Sciences create a unique environment for multidisciplinary, inspirational and high-impact research and education. Our universities community has its competitive edges in technology, health and s..."
"Fully Funded PhD Positions in Astronomy, Biology, Computer Science, Chemistry & Materials, Data Science & Scientific Computing, Earth Science, Mathematics, Neuroscience, and Physics",Institute of Science and Technology Austria (ISTA),"Klosterneuburg,, Austria",Published 1 month ago,Closing on: 2025-01-08,PhD,https://academicpositions.com/ad/institute-of-science-and-technology-austria-ista/2024/fully-funded-phd-positions-in-astronomy-biology-computer-science-chemistry-materials-data-science-scientific-computing-earth-science-mathematics-neuroscience-and-physics/223961,"The Institute of Science and Technology Austria (ISTA) is looking for highly qualified candidates with Bachelor’s or Master’s degrees to apply for our PhD program. We offer fully funded PhD positions in Astronomy, Biology, Computer Science, Chemis..."
DC12 Impact assessment of changing nature of medical electromagnetic environment,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 1 month ago,Closing on: 2024-12-10,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/dc12-impact-assessment-of-changing-nature-of-medical-electromagnetic-environment/223970,"Position PhD-studentIrène Curie Fellowship NoDepartment(s) Electrical EngineeringFTE 1,0Date off 10/12/2024Reference number V36.7775Job descriptionApplications are invited for the PhD position (“Doctoral Candidates”, DCs) to be funded by the Marie..."
DC7 PhD In-situ evaluation of the EMI footprint of large interconnected systems,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 1 month ago,Closing on: 2024-12-10,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/dc7-phd-in-situ-evaluation-of-the-emi-footprint-of-large-interconnected-systems/223972,"Position PhD-studentIrène Curie Fellowship NoDepartment(s) Electrical EngineeringFTE 1,0Date off 10/12/2024Reference number V36.7774Job descriptionApplications are invited for the PhD position (“Doctoral Candidates”, DCs) to be funded by the Marie..."
"PhD Student - Department of Materials, Textiles and Chemical Engineering",Ghent University,"Ghent,, Belgium",Published 5 hours ago,Closing on: 2025-01-31,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-materials-textiles-and-chemical-engineering/226383,"Last application date Jan 31, 2025 00:00Department TW11 - Department of Materials, Textiles and Chemical EngineeringContract Limited durationDegree Master in EngineeringOccupancy rate 100%Vacancy type Research staffJob descriptionABOUT GHENT UNIVE..."
"Doctoral fellow - Department of European, Public and International Law",Ghent University,"Ghent,, Belgium",Published 6 days ago,Closing on: 2025-01-12,PhD,https://academicpositions.com/ad/ghent-university/2024/doctoral-fellow-department-of-european-public-and-international-law/226175,"Last application date Jan 12, 2025 00:00Department RE22 - Department of European, Public and International LawContract Limited durationOccupancy rate 100%Vacancy type Research staffAbout the projectThe ERC research project “MIGJUST: Global Migrati..."
PhD positions in studies of liquid-liquid interface dynamics using flat jets,EPFL École polytechnique fédérale de Lausanne,"Lausanne,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/ecole-polytechnique-federale-de-lausanne-epfl/2024/phd-positions-in-studies-of-liquid-liquid-interface-dynamics-using-flat-jets/224022,Fully funded PhD positions are available in the group of Andreas Osterwalder (https://www.epfl.ch/labs/gr-ost/) at the Ecole Polytechnique Fédérale de Lausanne (EPFL) in Switzerland.We are using liquid flat jets (LFJ) to study liquid-liquid interf...
"PhD Student - Department of Materials, Textiles and Chemical Engineering",Ghent University,"Ghent,, Belgium",Published 5 hours ago,Closing on: 2025-01-31,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-materials-textiles-and-chemical-engineering/226384,"Last application date Jan 31, 2025 00:00Department TW11 - Department of Materials, Textiles and Chemical EngineeringContract Limited durationDegree Master in EngineeringOccupancy rate 100%Vacancy type Research staffJob descriptionABOUT GHENT UNIVE..."
"PhD Student - Department of Materials, Textiles and Chemical Engineering",Ghent University,"Ghent,, Belgium",Published 5 hours ago,Closing on: 2025-01-31,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-materials-textiles-and-chemical-engineering/226385,"Last application date Jan 31, 2025 00:00Department TW11 - Department of Materials, Textiles and Chemical EngineeringContract Limited durationDegree Master in EngineeringOccupancy rate 100%Vacancy type Research staffJob descriptionABOUT GHENT UNIVE..."
PhD position: friction in architected materials,ETH Zürich,"Zurich,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-friction-in-architected-materials/224042,PhD position: friction in architected materialsThe  Computational Mechanics of Building Materials in the Institute for Building Materials at ETH Zurich has an opening for a PhD student infriction i...
PhD Student to study the formation kinetics of calcium silicate hydrates,Paul Scherrer Institute (PSI),"Villigen PSI,, Switzerland",Published 4 days ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/paul-scherrer-institute/2024/phd-student-to-study-the-formation-kinetics-of-calcium-silicate-hydrates/226301,"The Paul Scherrer Institute PSI is the largest research institute for natural and engineering sciences within Switzerland. We perform cutting-edge research in the fields of future technologies, ene..."
PhD and MSc positions at the Faculty of Biology in the Technion - Israel Institute of Technology,Technion - Israel Institute of Technology,"Haifa,, Israel",Published 1 month ago,,PhD,https://academicpositions.com/ad/technion-israel-institute-technology/2024/join-the-faculty-of-biology-at-the-technion-israel-institute-of-technology/224088,"The Technion, located in Haifa, Israel, is a world-renowned institution known for its excellence in science and technology. Ranked among the top universities globally, it fosters groundbreaking research and innovation.The Faculty of Biology offers..."
MQV & Max Planck IMPRS Doctoral Fellowships in Quantum Science and Technology: Fall 2025 Open Call,MQV & IMPRS Quantum Education Program,"Munich,, Germany",Published 1 month ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/mqv-imprs-quantum-education-program/2024/mqv-max-planck-imprs-doctoral-fellowships-in-quantum-science-and-technology-fall-2025-open-call/224095,The International Max Planck Research School for Quantum Science and Technology (IMPRS-QST) and the Munich Quantum Valley (MQV) gladly announce the open call for several fully funded PhD fellowships starting from Summer-Fall 2025. We invite passio...
PhD position: Automated thermodynamics lab for molecular and process design,ETH Zürich,"Zurich,, Switzerland",Published 1 week ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-automated-thermodynamics-lab-for-molecular-and-process-design/226011,PhD position: Automated thermodynamics lab for molecular and process designThe Energy and Process Systems Engineering (EPSE) Group at ETH Zürich is looking for a doctoral student to work experiment...
Industrial PhD on “Thermally Enhanced Antenna Arrays for mm-Wave Applications”,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 1 month ago,Closing in: 6 days,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/industrial-phd-on-thermally-enhanced-antenna-arrays-for-mm-wave-applications/224250,"Prestigious industrial PhD Student Position on “Thermally Enhanced Antenna Arrays for mm-Wave Applications” Department of Research and Development, The Antenna Company EM Group, Department of Electrical Engineering, Eindhoven University of Technol..."
PhD Position in Dissolution of Mg-based Silicate Minerals for Carbon Sequestration,ETH Zürich,"Zurich,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-dissolution-of-mg-based-silicate-minerals-for-carbon-sequestration/224291,PhD Position in Dissolution of Mg-based Silicate Minerals for Carbon SequestrationWe are looking for a motivated PhD student to work on the Dissolution of Mg-based Silicate Minerals for Carbon Sequ...
PhD Position in the field of electronics and/or electromagnetic compatibility,Graz University of Technology,"Graz,, Austria",Published 1 month ago,Closing on: 2024-12-31,Research assistant,https://academicpositions.com/ad/graz-university-of-technology/2024/phd-position-in-the-field-of-electronics-and-or-electromagnetic-compatibility/224303,Publication Date 23.05.2024Application deadline 31.12.2024Job Category Scientific staffJob Profile University Project AssistantEmployment Start As soon as possibleContract Duration 48 mths.Hours per week 40 h/wEmployment TypeTemporaryResponsibilit...
PhD position in Computational Biology on the Discovery of Multimodal Biomarkers,Empa,"St. Gallen,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/empa/2024/phd-position-in-computational-biology-on-the-discovery-of-multimodal-biomarkers/224304,"Materials science and technology are our passion. With our cutting-edge research, Empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
"Open PhD positions in Business Administration, Economics and Finance",Stockholm School of Economics (SSE),"Stockholm,, Sweden",Published 4 hours ago,Closing on: 2025-02-01,PhD,https://academicpositions.com/ad/stockholm-school-of-economics-sse/2024/open-phd-positions-in-business-administration-economics-and-finance/226394,"The Stockholm School of Economics has been ranked by the Financial Times as one of the best business schools in Europe and enjoys a strong international reputation. World-class research forms the foundation of SSE’s educational offering, which inc..."
The Gynecology Research Unit of the UCL is looking for a dynamic young scientist wishing to do a PhD thesis - Gonadotoxicity: effect of chemotherapeutic agents on fertility,Université catholique de Louvain,"Louvain-la-Neuve,, Belgium",Published 2 hours ago,,PhD,https://academicpositions.com/ad/universite-catholique-de-louvain/2024/the-gynecology-research-unit-of-the-ucl-is-looking-for-a-dynamic-young-scientist-wishing-to-do-a-phd-thesis-gonadotoxicity-effect-of-chemotherapeutic-agents-on-fertility/226405,The Gynecology Research Unit of the UCL is looking forA dynamic young scientist wishing to do a PhD thesisSubject: Gonadotoxicity: effect of chemotherapeutic agents on fertilityFunding: Fonds National de Recherche Scientifique (FNRS)-TELEVIE inter...
PhD-student: Physical learning machines,AMOLF,"Amsterdam,, The Netherlands",Published 1 month ago,Closing in: 6 days,PhD,https://academicpositions.com/ad/amolf/2024/phd-student-physical-learning-machines/224131,Work Activities The Learning Machines group seeks motivated PhD students to join our team working on learning in physical systems. What are learning machines? Imagine your favorite artificial intel...
Doctoral (PhD) student position in Psychiatric Genetics with focus on depression and eating disorders,Karolinska Institutet,"Stockholm,, Sweden",Published 1 week ago,Closing on: 2024-12-11,PhD,https://academicpositions.com/ad/karolinska-institutet/2024/doctoral-phd-student-position-in-psychiatric-genetics-with-focus-on-depression-and-eating-disorders/226012,Do you want to contribute to top quality medical research? To be a doctoral student means to devote oneself to a research project under supervision of experienced researchers and following an indiv...
"PhDs in Economics, History, Law and Political and Social Sciences – up to 130 Scholarships available",European University Institute (EUI),"Florence,, Italy",Published 1 month ago,Closing on: 2025-01-31,PhD,https://academicpositions.com/ad/european-university-institute-eui/2024/phds-in-economics-history-law-and-political-and-social-sciences-up-to-130-scholarships-available/224161,"The European University Institute (EUI) offers four-year fully-funded PhD programmes in Economics, History, Law and Political and Social Sciences. Up to 130 scholarships are available for entry in September 2025, covering tuition and providing a m..."
PhD Position in Atomic and Molecular Quantum Magnetism,Empa,"Dübendorf,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/empa/2024/phd-position-in-atomic-and-molecular-quantum-magnetism/224169,"Materials science and technology are our passion. With our cutting-edge research, Empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
"PhD position in Archaeological Science at KU Leuven, laboratory for Archaeometry",KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing in: 2 days,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-archaeological-science-at-ku-leuven-laboratory-for-archaeometry/224171,"KU Leuven is a leading European research university located in Leuven, Belgium, consistently ranked among the top universities worldwide. With a rich history dating back to 1425, KU Leuven is renow..."
Decision support methods for distribution networks with telemetry data,KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing in: 5 days,PhD,https://academicpositions.com/ad/ku-leuven/2024/decision-support-methods-for-distribution-networks-with-telemetry-data/224172,"You will be working at the Ghent campus of KU Leuven, as part of the Electa - Ghent division. You will join a new team led by the recently appointed prof. Vanin, which is part of a larger, young, i..."
University Assistant Prae-Doc (all genders) 30 hours/week | limited to 4 years - Institute of Logic and Computation,TU Wien,"Vienna,, Austria",Published 4 days ago,,PhD,https://academicpositions.com/ad/tu-wien/2024/university-assistant-prae-doc-all-genders-30-hoursweek-limited-to-4-years-institute-of-logic-and-computation/226261,"TU Wien is Austria's largest institution of research and higher education in the fields of technology and natural sciences. With over 26,000 students and more than 4000 scientists, research, teachi..."
PhD Candidate for Post-Transcriptional RNA Regulation,The Hebrew University of Jerusalem,"Jerusalem,, Israel",Published 1 month ago,Closing on: 2025-02-01,PhD,https://academicpositions.com/ad/the-hebrew-university-of-jerusalem/2024/phd-candidate-for-post-transcriptional-rna-regulation/224195,"About our Campus: Hebrew University’s Edmond J. Safra Campus on Givat Ram, in Jerusalem, is a vibrant hub of academic and research excellence nestled in the heart of Jerusalem. Our modern campus boasts state-of-the-art lab facilities, world-renown..."
"PhD Candidate for Computational Approaches for Studying Animal Behavior, Personality, and Emotions",The Hebrew University of Jerusalem,"Jerusalem,, Israel",Published 1 month ago,Closing on: 2025-02-01,PhD,https://academicpositions.com/ad/the-hebrew-university-of-jerusalem/2024/phd-candidate-for-computational-approaches-for-studying-animal-behavior-personality-and-emotions/224197,"About our Campus: Rehovot Campus (Rehovot) and Mt. Scopus Campus (Jerusalem). The position will be based across two campuses: The Robert H. Smith Faculty of Agriculture, Food and Environment on The Hebrew University’s beautiful Rehovot Campus. Reh..."
PhD Candidate in Vehicular Communications,University of Luxembourg,Luxembourg,Published 1 month ago,Closing on: 2025-10-09,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-candidate-in-vehicular-communications/224204,"About the SnTThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Interdisciplinary Centre for Security, Reliabili..."
PhD position in Organic Chemistry/Radiochemistry,ETH Zürich,"Zurich,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-organic-chemistryradiochemistry/224413,PhD position in Organic Chemistry/RadiochemistryThe Center for Radiopharmaceutical Sciences (CRS) at ETH Zurich develops new innovative radiolabelled pharmaceuticals for diagnosis and therapy. It o...
PhD position: Molecular structure of electrode-electrolyte interfaces in electrochemistry,University of Twente,"Enschede,, The Netherlands",Published 4 days ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-molecular-structure-of-electrode-electrolyte-interfaces-in-electrochemistry/226300,Job descriptionEnhance the fundamental understanding of the structure of electrode-electrolyte interfaces and their response to applied voltages and imposed currents. Perform high resolution Atomic...
Advanced process analytics researching the formation and structure of unique lignin oligomers – Joint PhD Position KU Leuven – Maastricht University,KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing on: 2024-12-13,PhD,https://academicpositions.com/ad/ku-leuven/2024/advanced-process-analytics-researching-the-formation-and-structure-of-unique-lignin-oligomers-joint-phd-position-ku-leuven-maastricht-university/224420,"The mission statement of the CSCE (Sustainable Catalysis and Engineering), led by Prof. Dr. Bert Sels, is to produce knowledge to foster a better understanding of the role of heterogeneous catalysi..."
PhD Position: Computational Modeling of Auger Capture Rates,Leiden University,"Leiden,, The Netherlands",Published 1 month ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/leiden-university/2024/phd-position-computational-modeling-of-auger-capture-rates/224454,PhD Position: Computational Modeling of Auger Capture RatesIntroduction tekstThe Faculty of Science Leiden and the Leiden Institute of Chemistry are looking for a PhD student to work on a project related to around plasma-surface interactions. Unli...
PhD Research Scholar positions – Department of Strategy and Management,NHH Norwegian School of Economics,"Bergen,, Norway",Published 1 month ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/phd-research-scholar-positions-department-of-strategy-and-management/224460,"About NHHNHH Norwegian School of Economics is a Triple Crown Accredited business school and among the best-ranked institutions in Europe. We are internationally recognised for our research environment, and we educate the leaders of the future. NHH..."
PhD Research Scholar positions – Department of Finance,NHH Norwegian School of Economics,"Bergen,, Norway",Published 1 month ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/phd-research-scholar-positions-department-of-finance/224461,"About NHHNHH Norwegian School of Economics is a Triple Crown Accredited business school and among the best-ranked institutions in Europe. We are internationally recognised for our research environment, and we educate the leaders of the future. NHH..."
PhD Research Scholar positions – Department of Economics,NHH Norwegian School of Economics,"Bergen,, Norway",Published 1 month ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/phd-research-scholar-positions-department-of-economics/224463,"About NHHNHH Norwegian School of Economics is a Triple Crown Accredited business school and among the best-ranked institutions in Europe. We are internationally recognised for our research environment, and we educate the leaders of the future. NHH..."
"PhD Research Scholar positions – Department of Accounting, Auditing and Law",NHH Norwegian School of Economics,"Bergen,, Norway",Published 1 month ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/phd-research-scholar-positions-department-of-accounting-auditing-and-law/224464,"About NHHNHH Norwegian School of Economics is a Triple Crown Accredited business school and among the best-ranked institutions in Europe. We are internationally recognised for our research environment, and we educate the leaders of the future. NHH..."
PhD Research Scholar positions – Department of Business and Management Science,NHH Norwegian School of Economics,"Bergen,, Norway",Published 1 month ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/phd-research-scholar-positions-department-of-business-and-management-science/224466,"About NHHNHH Norwegian School of Economics is a Triple Crown Accredited business school and among the best-ranked institutions in Europe. We are internationally recognised for our research environment, and we educate the leaders of the future. NHH..."
PhD position on multi-constituent nanopastes for sinter-bonding,Empa,"Dübendorf,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/empa/2024/phd-position-on-multi-constituent-nanopastes-for-sinter-bonding/224487,"Materials science and technology are our passion. With our cutting-edge research, Empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
PhD Position in Computer Vision,University of Bern,"Bern,, Switzerland",Published 3 weeks ago,Closing on: 2024-12-20,PhD,https://academicpositions.com/ad/university-of-bern/2024/phd-position-in-computer-vision/224355,"Positions: We have an opening for a PhD position in computer vision. The main research topic of this position is 3D object reconstruction and animation from real videos. This project is based on unsupervised learning, that is, it uses datasets tha..."
PhD Position in Decarbonizing the Future of the Chemical Industry,ETH Zürich,"Zurich,, Switzerland",Published 1 week ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-decarbonizing-the-future-of-the-chemical-industry/226096,PhD Position in Decarbonizing the Future of the Chemical IndustryThe Ecological Systems Design Group at ETH Zürich is an internationally leading research group in the field of modelling and improvi...
PhD Position: Putting Explainable AI to Work to Support Cultural Heritage,Radboud University,"Nijmegen,, The Netherlands",Published 1 week ago,Closing on: 2025-01-05,PhD,https://academicpositions.com/ad/radboud-university/2024/phd-position-putting-explainable-ai-to-work-to-support-cultural-heritage/226078,"Employment 1.0 FTEGross monthly salary € 2,872 - € 3,670Required background Research University DegreeOrganizational unit Faculty of ScienceApplication deadline 05 January 2025Are you curious about what happens behind the scenes at large libraries..."
PhD Re-building Brussels (1695-2025),Vrije Universiteit Brussel (VUB),"Brussels,, Belgium",Published 1 month ago,,PhD,https://academicpositions.com/ad/vrije-universiteit-brussel/2024/phd-re-building-brussels-1695-2025/224511,"1 - Working at the VUBFor more than 50 years, the Vrije Universiteit Brussel has stood for freedom, equality and solidarity, and this is very much alive on our campuses among students and staff alike. At the VUB, you will find a diverse collection..."
PhD - student: Digital Holographic Microscopy for optical metrology,Advanced Research Center for Nanolithography ARCNL,"Amsterdam,, The Netherlands",Published 6 days ago,Closing on: 2025-01-25,PhD,https://academicpositions.com/ad/advanced-research-center-for-nanolithography-arcnl/2024/phd-student-digital-holographic-microscopy-for-optical-metrology/226207,"Work Activities Optical metrology is a key ingredient of nanolithography, as it enables control of important parameters like overlay. High-resolution imaging is an essential part of optical metrolo..."
PhD Thesis “Power Electronics in System Operations 2030+”,AIT Austrian Institute of Technology,"Vienna,, Austria",Published 1 month ago,,PhD,https://academicpositions.com/ad/ait-austrian-institute-of-technology/2024/phd-thesis-power-electronics-in-system-operations-2030/224520,"As Austria's largest research and technology organisation for applied research, we are dedicated to make substantial contributions to solving the major challenges of our time, climate change and digitalisation. To achieve our goals, we rely on our..."
Doctoral Student (No: 145-24),Leibniz Institute of Polymer Research Dresden (IPF),"Dresden,, Germany",Published 1 month ago,,PhD,https://academicpositions.com/ad/leibniz-institute-polymer-research-dresden-ipf/2024/doctoral-student-no-145-24/224521,"The Leibniz-Institut für Polymerforschung Dresden e. V. (IPF) develops innovations in materials science for the fields of resources, health and information. The IPF employs about 500 people in five scientific institutes, administration and technic..."
PhD student on Dynamic Disease Maps and Digital Twins for novel treatments of OA with Cartilage Organoids,University of Twente,"Enschede,, The Netherlands",Published 1 month ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-student-on-dynamic-disease-maps-and-digital-twins-for-novel-treatments-of-oa-with-cartilage-organoids/224526,"Job descriptionOsteoarthritis (OA) is a complex disease in which multiple tissues in the joint are affected. Recently, multiple OA risk genes were identified based on small genetic variations (SNPs..."
PhD student position in the field of thin-film solid-state batteries,Empa,"Dübendorf,, Switzerland",Published 6 days ago,,PhD,https://academicpositions.com/ad/empa/2024/phd-student-position-in-the-field-of-thin-film-solid-state-batteries/226208,"Materials science and technology are our passion. With our cutting-edge research, Empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
"Seven Fully Funded PhD Student Positions in the Computational, Mathematical, and Experimental Plant Sciences",Max Planck Institute for Plant Breeding Research,"Cologne,, Germany",Published 1 month ago,Closing on: 2025-01-05,PhD,https://academicpositions.com/ad/max-planck-institute-for-plant-breeding-research/2024/seven-fully-funded-phd-student-positions-in-the-computational-mathematical-and-experimental-plant-sciences/224590,THE GRADUATE SCHOOL | Our International Max Planck Research School on Understanding Complex Plant Traits using Computational and Evolutio­nary Approaches is a local colla­boration between the Max Planck Institute for Plant Breeding Research and th...
Doctoral researcher in Ultrafast Physics,University of Luxembourg,Luxembourg,Published 1 month ago,Closing on: 2025-10-17,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/doctoral-researcher-in-ultrafast-physics/224599,"About the FSTMThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Faculty of Science, Technology and Medicine (FS..."
PhD Position in Data-Driven Nonlinear Model Reduction,ETH Zürich,"Zurich,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-data-driven-nonlinear-model-reduction/224605,PhD Position in Data-Driven Nonlinear Model ReductionThe Chair in Nonlinear Dynamics at ETH Zürich is seeking a highly motivated PhD student in the area of data-driven model-reduction for high-dime...
PhD position in digital manufacturing and automation,KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-digital-manufacturing-and-automation/224614,We are offering a PhD position in the field of manufacturing and automation systems. You will become a member of Manufacturing Processes and Systems (MaPS) division of the Mechanical Engineering De...
Teaching & research assistant in the field of politics and/or conflict around natural resources,University of Antwerp,"Antwerp,, Belgium",Published 1 month ago,Closing on: 2025-01-13,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/teaching-research-assistant-in-the-field-of-politics-andor-conflict-around-natural-resources/224644,"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking university. We offer an innovative academic education to more than 20000 students, conduct pio..."
